Hier wird die Struktur der Stahl-Control Datenbank (!SC-Entwicklung) abgebildet. Der Name der Datenbank ist Conzept C16.
Es werden Tabellen, Schlüssel, Verküpfungen und Dialoge abgebildet. Datenbank Abfragen werden immer erreicht,in dem die Dateinummer (Eindeutiger Bezeichner der Tabelle), und eine Verknüpfung über die Schlüssel angegeben wird. Ein Beispielcode um einen Datensatz aus der Tabelle 200 Mat.Materialdatei zu lesen wäre: RecRead(200, 1, 0);

Datenbank        : !@SC-Entwicklung                         10.11.2023   14:29


Nr.  Dateiname            Teile  Infos  Schl.  Verkn. DBA    Hauptdatei   Sätze
Schlüssel            :     6 / TeM/WoF.Datei.Key
  DBA Nummer         :  1041
  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    3 / TeM.Workflow           4 / TeM.WoF.Datei        Ganzz. (kurz)
 2    3 / TeM.Workflow           5 / TeM.WoF.Key          Alpha  48st.   GU



Datei                :   980 / TeM.Termine
Schlüssel            :     7 / TeM/Wof.Schema.Key
  DBA Nummer         :  1116
  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    3 / TeM.Workflow           1 / TeM.WoF.SchemaNr     Ganzz. (lang)
 2    3 / TeM.Workflow           5 / TeM.WoF.Key          Alpha  48st.   GU



Datei                :   980 / TeM.Termine
Verknüpfung          :     1 / TeM->TeM.Anker
  mit Datei          :   981 / TeM.Anker
  über Schlüssel     :     1 / TeM/A.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / TeM.A.Nummer           Ganzz. (lang)
     2     1 /   2 / TeM.A.Berichtsnr       Ganzz. (kurz)
     3     1 /  12 / TeM.A.lfdNr            Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.Hauptdaten         1 / TeM.Nummer           Ganzz. (lang)



Datei                :   980 / TeM.Termine
Verknüpfung          :     2 / TeM->TeM.Berichte
  mit Datei          :   982 / TeM.Bericht

  über Schlüssel     :     1 / TeM/B.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / TeM.B.Nummer           Ganzz. (lang)
     2     1 /   2 / TeM.B.Berichtsnr       Ganzz. (kurz)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.Hauptdaten         1 / TeM.Nummer           Ganzz. (lang)



Datei                :   980 / TeM.Termine
Teildatensatz        :     1 / TeM.Hauptdaten
  Felder             :    15
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / TeM.Nummer                      Ganzz. (lang)   8      ............
  Titel    : TeM.Nummer          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / TeM.Typ                         Alpha    3st.   3      ............
  Titel    : TeM.Typ             :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3

  3     3 / TeM.Bezeichnung                 Alpha   64st.  57      ............
  Titel    : TeM.Bezeichnung     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4

  4     4 / TeM.Start.Von.Datum             Datum           8      ............
  Titel    : TeM.Start.Von.Datum :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  5   22 /  5

  5     5 / TeM.Start.Von.Zeit              Zeit            5      ............
  Titel    : TeM.Start.Von.Zeit  :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  6   22 /  6

  6     6 / TeM.Start.Bis.Datum             Datum           8      ............
  Titel    : TeM.Start.Bis.Datum :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  7   22 /  7

  7     7 / TeM.Start.Bis.Zeit              Zeit            5      ............
  Titel    : TeM.Start.Bis.Zeit  :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  8   22 /  8

  8     8 / TeM.Ende.Von.Datum              Datum           8      ............
  Titel    : TeM.Ende.Von.Datum  :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  9   22 /  9

  9     9 / TeM.Ende.Von.Zeit               Zeit            5      ............
  Titel    : TeM.Ende.Von.Zeit   :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 10   22 / 10

 10    10 / TeM.Ende.Bis.Datum              Datum           8      ............
  Titel    : TeM.Ende.Bis.Datum  :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 11   22 / 11

 11    11 / TeM.Ende.Bis.Zeit               Zeit            5      ............
  Titel    : TeM.Ende.Bis.Zeit   :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 12   22 / 12


 12    12 / TeM.Bemerkung                   Alpha  250st.  57      ............
  Titel    : TeM.Bemerkung       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 13   22 / 13

 13    13 / TeM.SichtbarPlanerYN            Logisch         1      ............
  Titel    : TeM.SichtbarPlanerYN:
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 14   22 / 14

 14    14 / TeM.PrivatYN                    Logisch         1      ............
  Titel    : TeM.PrivatYN        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 15   22 / 15

 15    15 / TeM.Dauer                       Gleitkomma      7/  2  ............
  Titel    : TeM.Dauer           :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 16   22 / 16



Teildatensatz Maske  :     1 / TeM.Hauptdaten


 2:TeM.Nummer          :
 3:TeM.Typ             :
 4:TeM.Bezeichnung     :
 5:TeM.Start.Von.Datum :
 6:TeM.Start.Von.Zeit  :
 7:TeM.Start.Bis.Datum :
 8:TeM.Start.Bis.Zeit  :
 9:TeM.Ende.Von.Datum  :
10:TeM.Ende.Von.Zeit   :
11:TeM.Ende.Bis.Datum  :
12:TeM.Ende.Bis.Zeit   :
13:TeM.Bemerkung       :
14:TeM.SichtbarPlanerYN:
15:TeM.PrivatYN        :
16:TeM.Dauer           :



Datei                :   980 / TeM.Termine
Teildatensatz        :     2 / TeM.Protokoll
  Felder             :     0
  Texte              :     0
  Eingabeseite       :     2
  Fensterebene       :     0



Datei                :   980 / TeM.Termine
Teildatensatz        :     3 / TeM.Workflow
  Felder             :     5
  Texte              :     0
  Eingabeseite       :     3
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / TeM.WoF.SchemaNr                Ganzz. (lang)   8      ............
  Titel    : TeM.WoF.Nummer      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / TeM.WoF.Kontext                 Ganzz. (kurz)   4      ............
  Titel    : TeM.WoF.Kontext     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3

  3     3 / TeM.WoF.Position                Ganzz. (kurz)   4      ............
  Titel    : TeM.WoF.Position    :

  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4

  4     4 / TeM.WoF.Datei                   Ganzz. (kurz)   4      ............
  Titel    : TeM.WoF.Datei       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  5   22 /  5

  5     5 / TeM.WoF.Key                     Alpha   48st.  48      ............
  Titel    : TeM.WoF.Key         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  6   22 /  6



Teildatensatz Maske  :     3 / TeM.Workflow


 2:TeM.WoF.Nummer      :
 3:TeM.WoF.Kontext     :
 4:TeM.WoF.Position    :
 5:TeM.WoF.Datei       :
 6:TeM.WoF.Key         :






Datei                :   981 / TeM.Anker
Teildatensatz        :     1 / TeM.A.Hauptdaten
  Anzahl Felder      :    15

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   TeM.A.Nummer            Ganzz. (lang)           4        0 /   0
   2   TeM.A.Berichtsnr        Ganzz. (kurz)           2        0 /   0
   3   TeM.A.Code              Alpha    20stellig     21        0 /   0
   4   TeM.A.Datei             Ganzz. (kurz)           2        0 /   0
   5   TeM.A.ID1               Ganzz. (lang)           4        0 /   0
   6   TeM.A.ID2               Ganzz. (kurz)           2        0 /   0
   7   TeM.A.Start.Datum       Datum                   4        0 /   0
   8   TeM.A.Start.Zeit        Zeit                    4        0 /   0
   9   TeM.A.Erledigt.Datum    Datum                   4        0 /   0
  10   TeM.A.Erledigt.Zeit     Zeit                    4        0 /   0
  11   TeM.A.Erledigt.User     Alpha    20stellig     21        0 /   0
  12   TeM.A.lfdNr             Ganzz. (kurz)           2        0 /   0
  13   TeM.A.EventErzeugtYN    Logisch                 1        0 /   0
  14   TeM.A.Key               Alpha    48stellig     49        0 /   0
  15   TeM.A.ID3               Ganzz. (kurz)           2        0 /   0

                               Gesamt                126 Bytes



Datei                :   981 / TeM.Anker
Schlüssel            :     1 / TeM/A.Nummer
  DBA Nummer         :   109
  Anzahl Felder      :     3  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.A.Hauptdaten       1 / TeM.A.Nummer         Ganzz. (lang)
 2    1 / TeM.A.Hauptdaten       2 / TeM.A.Berichtsnr     Ganzz. (kurz)
 3    1 / TeM.A.Hauptdaten      12 / TeM.A.lfdNr          Ganzz. (kurz)



Datei                :   981 / TeM.Anker
Schlüssel            :     2 / TeM/A.NrKey

  DBA Nummer         :   110
  Anzahl Felder      :     3
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.A.Hauptdaten       1 / TeM.A.Nummer         Ganzz. (lang)
 2    1 / TeM.A.Hauptdaten       2 / TeM.A.Berichtsnr     Ganzz. (kurz)
 3    1 / TeM.A.Hauptdaten      14 / TeM.A.Key            Alpha  48st.   GU



Datei                :   981 / TeM.Anker
Schlüssel            :     3 / TeM/A.ErzFileDatZeit
  DBA Nummer         :   992
  Anzahl Felder      :     4
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.A.Hauptdaten      13 / TeM.A.EventErzeugtYN Logisch
 2    1 / TeM.A.Hauptdaten       4 / TeM.A.Datei          Ganzz. (kurz)
 3    1 / TeM.A.Hauptdaten       7 / TeM.A.Start.Datum    Datum        R
 4    1 / TeM.A.Hauptdaten       8 / TeM.A.Start.Zeit     Zeit         R



Datei                :   981 / TeM.Anker
Schlüssel            :     4 / TeM/A.DateiKey
  DBA Nummer         :   997
  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.A.Hauptdaten       4 / TeM.A.Datei          Ganzz. (kurz)
 2    1 / TeM.A.Hauptdaten      14 / TeM.A.Key            Alpha  48st.   GU



Datei                :   981 / TeM.Anker
Verknüpfung          :     1 / TeM.A->TeM
  mit Datei          :   980 / TeM.Termine
  über Schlüssel     :     1 / TeM/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / TeM.Nummer             Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.A.Hauptdaten       1 / TeM.A.Nummer         Ganzz. (lang)



Datei                :   981 / TeM.Anker
Verknüpfung          :     2 / TeM.A->TeM.Berichte
  mit Datei          :   982 / TeM.Bericht
  über Schlüssel     :     1 / TeM/B.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / TeM.B.Nummer           Ganzz. (lang)
     2     1 /   2 / TeM.B.Berichtsnr       Ganzz. (kurz)


  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.A.Hauptdaten       1 / TeM.A.Nummer         Ganzz. (lang)
 2    1 / TeM.A.Hauptdaten       2 / TeM.A.Berichtsnr     Ganzz. (kurz)



Datei                :   981 / TeM.Anker
Teildatensatz        :     1 / TeM.A.Hauptdaten
  Felder             :    14
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / TeM.A.Nummer                    Ganzz. (lang)   8      ............
  Titel    : TeM.A.Nummer        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / TeM.A.Berichtsnr                Ganzz. (kurz)   4      ............
  Titel    : TeM.A.Berichtsnr    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3

  3     3 / TeM.A.Code                      Alpha   20st.  20      ............
  Titel    : TeM.A.Code          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4

  4     4 / TeM.A.Datei                     Ganzz. (kurz)   4      ............
  Titel    : TeM.A.Datei         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  5   22 /  5

  5     5 / TeM.A.ID1                       Ganzz. (lang)   8      ............
  Titel    : TeM.A.ID1           :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  6   22 /  6

  6     6 / TeM.A.ID2                       Ganzz. (kurz)   4      ............
  Titel    : TeM.A.ID2           :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  7   22 /  7

  7     7 / TeM.A.Start.Datum               Datum           8      ............
  Titel    : TeM.A.Start.Datum   :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  8   22 /  8

  8     8 / TeM.A.Start.Zeit                Zeit            5      ............
  Titel    : TeM.A.Start.Zeit    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  9   22 /  9

  9     9 / TeM.A.Erledigt.Datum            Datum           8      ............
  Titel    : TeM.A.Erledigt.Datum:
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 10   22 / 10

 10    10 / TeM.A.Erledigt.Zeit             Zeit            5      ............
  Titel    : TeM.A.Erledigt.Zeit :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 11   22 / 11

 11    11 / TeM.A.Erledigt.User             Alpha   20st.  20      ............
  Titel    : TeM.A.Erledigt.User :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 12   22 / 12

 12    12 / TeM.A.lfdNr                     Ganzz. (kurz)   4      ............
  Titel    : TeM.A.lfdNr         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 13   22 / 13

 13    13 / TeM.A.EventErzeugtYN            Logisch         1      ............

  Titel    : TeM.A.EventErzeugtYN:
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 14   22 / 14

 14    14 / TeM.A.Key                       Alpha   48st.  48      ............
  Titel    : TeM.A.Key           :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 15   22 / 15



Teildatensatz Maske  :     1 / TeM.A.Hauptdaten


 2:TeM.A.Nummer        :
 3:TeM.A.Berichtsnr    :
 4:TeM.A.Code          :
 5:TeM.A.Datei         :
 6:TeM.A.ID1           :
 7:TeM.A.ID2           :
 8:TeM.A.Start.Datum   :
 9:TeM.A.Start.Zeit    :
10:TeM.A.Erledigt.Datum:
11:TeM.A.Erledigt.Zeit :
12:TeM.A.Erledigt.User :
13:TeM.A.lfdNr         :
14:TeM.A.EventErzeugtYN:
15:TeM.A.Key           :






Datei                :   982 / TeM.Bericht
Teildatensatz        :     1 / TeM.B.Hauptdaten
  Anzahl Felder      :     2

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   TeM.B.Nummer            Ganzz. (lang)           4        0 /   0
   2   TeM.B.Berichtsnr        Ganzz. (kurz)           2        0 /   0

                               Gesamt                  6 Bytes



Datei                :   982 / TeM.Bericht
Teildatensatz        :     2 / TeM.B.Protokoll
  Anzahl Felder      :     3

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   TeM.B.Anlage.Datum      Datum                   4        0 /   0
   2   TeM.B.Anlage.Zeit       Zeit                    4        0 /   0
   3   TeM.B.Anlage.User       Alpha    20stellig     21        0 /   0

                               Gesamt                 29 Bytes



Datei                :   982 / TeM.Bericht
Schlüssel            :     1 / TeM/B.Nummer
  DBA Nummer         :   111
  Anzahl Felder      :     2  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.B.Hauptdaten       1 / TeM.B.Nummer         Ganzz. (lang)

 2    1 / TeM.B.Hauptdaten       2 / TeM.B.Berichtsnr     Ganzz. (kurz)



Datei                :   982 / TeM.Bericht
Verknüpfung          :     1 / TeM.B->TeM
  mit Datei          :   980 / TeM.Termine
  über Schlüssel     :     1 / TeM/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / TeM.Nummer             Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.B.Hauptdaten       1 / TeM.B.Nummer         Ganzz. (lang)



Datei                :   982 / TeM.Bericht
Verknüpfung          :     2 / TeM.B->TeM.Anker
  mit Datei          :   981 / TeM.Anker
  über Schlüssel     :     1 / TeM/A.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / TeM.A.Nummer           Ganzz. (lang)
     2     1 /   2 / TeM.A.Berichtsnr       Ganzz. (kurz)
     3     1 /  12 / TeM.A.lfdNr            Ganzz. (kurz)

  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.B.Hauptdaten       1 / TeM.B.Nummer         Ganzz. (lang)
 2    1 / TeM.B.Hauptdaten       2 / TeM.B.Berichtsnr     Ganzz. (kurz)



Datei                :   982 / TeM.Bericht
Teildatensatz        :     1 / TeM.B.Hauptdaten
  Felder             :     2
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / TeM.B.Nummer                    Ganzz. (lang)   8      ............
  Titel    : TeM.B.Nummer        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / TeM.B.Berichtsnr                Ganzz. (kurz)   4      ............
  Titel    : TeM.B.Berichtsnr    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3



Teildatensatz Maske  :     1 / TeM.B.Hauptdaten


 2:TeM.B.Nummer        :
 3:TeM.B.Berichtsnr    :


Datei                :   982 / TeM.Bericht
Teildatensatz        :     2 / TeM.B.Protokoll
  Felder             :     0
  Texte              :     0
  Eingabeseite       :     2
  Fensterebene       :     0






Datei                :   989 / TeM.Events
Teildatensatz        :     1 / TeM.E.Hauptdaten
  Anzahl Felder      :    13

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   TeM.E.ID                Ganzz. (lang)           4        0 /   0
   2   TeM.E.User              Alpha    20stellig     21        0 /   0
   3   TeM.E.Datum             Datum                   4        0 /   0
   4   TeM.E.Zeit              Zeit                    4        0 /   0
   5   TeM.E.Aktion            Alpha    32stellig     33        0 /   0
   6   TeM.E.Bemerkung         Alpha    64stellig     65        0 /   0
   7   TeM.E.Aktionsnr         Ganzz. (lang)           4        0 /   0
   8   TeM.E.Priorität         Ganzz. (kurz)           2        0 /   0
   9   TeM.E.NotifiedYN        Logisch                 1        0 /   0
  10   TeM.E.NeuYN             Logisch                 1        0 /   0
  11   TeM.E.LöschenYN         Logisch                 1        0 /   0
  12   TeM.E.RequestID         Ganzz. (64)             8        0 /   0
  13   TeM.E.Ergebnistext      Alpha    64stellig     65        0 /   0

                               Gesamt                213 Bytes



Datei                :   989 / TeM.Events
Schlüssel            :     1 / TeM/E.ID
  DBA Nummer         :   104
  Anzahl Felder      :     1  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.E.Hauptdaten       1 / TeM.E.ID             Ganzz. (lang)



Datei                :   989 / TeM.Events
Schlüssel            :     2 / TeM/E.UserPriDatZeit
  DBA Nummer         :   991
  Anzahl Felder      :     4
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.E.Hauptdaten       2 / TeM.E.User           Alpha  20st.   G
 2    1 / TeM.E.Hauptdaten       8 / TeM.E.Priorität      Ganzz. (kurz)R
 3    1 / TeM.E.Hauptdaten       3 / TeM.E.Datum          Datum
 4    1 / TeM.E.Hauptdaten       4 / TeM.E.Zeit           Zeit



Datei                :   989 / TeM.Events
Schlüssel            :     3 / TeM/E.UserNotifedYN
  DBA Nummer         :   543
  Anzahl Felder      :     2
  Listeneintrag      :     J


Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.E.Hauptdaten       2 / TeM.E.User           Alpha  20st.   G
 2    1 / TeM.E.Hauptdaten       9 / TeM.E.NotifiedYN     Logisch



Datei                :   989 / TeM.Events
Schlüssel            :     4 / TeM/E.AktionNr
  DBA Nummer         :   602
  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.E.Hauptdaten       5 / TeM.E.Aktion         Alpha  32st.   G
 2    1 / TeM.E.Hauptdaten       7 / TeM.E.Aktionsnr      Ganzz. (lang)



Datei                :   989 / TeM.Events
Schlüssel            :     5 / TeM/E.UserLöschenYN
  DBA Nummer         :   978
  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.E.Hauptdaten       2 / TeM.E.User           Alpha  20st.   G
 2    1 / TeM.E.Hauptdaten      11 / TeM.E.LöschenYN      Logisch      R



Datei                :   989 / TeM.Events
Schlüssel            :     6 / TeM/E.User.RequestID
  DBA Nummer         :  1052
  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / TeM.E.Hauptdaten       2 / TeM.E.User           Alpha  20st.   G
 2    1 / TeM.E.Hauptdaten      12 / TeM.E.RequestID      Ganzz. (64)



Datei                :   989 / TeM.Events
Teildatensatz        :     1 / TeM.E.Hauptdaten
  Felder             :    11
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / TeM.E.ID                        Ganzz. (lang)   8      ............
  Titel    : TeM.E.ID            :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / TeM.E.User                      Alpha   20st.  20      ............
  Titel    : TeM.E.User          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3

  3     3 / TeM.E.Datum                     Datum           8      ............
  Titel    : TeM.E.Datum         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4


  4     4 / TeM.E.Zeit                      Zeit            5      ............
  Titel    : TeM.E.Zeit          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  5   22 /  5

  5     5 / TeM.E.Aktion                    Alpha   32st.  32      ............
  Titel    : TeM.E.Aktion        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  6   22 /  6

  6     6 / TeM.E.Bemerkung                 Alpha   64st.  57      ............
  Titel    : TeM.E.Bemerkung     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  7   22 /  7

  7     7 / TeM.E.Aktionsnr                 Ganzz. (lang)   8      ............
  Titel    : TeM.E.Aktionsnr     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  8   22 /  8

  8     8 / TeM.E.Priorität                 Ganzz. (kurz)   4      ............
  Titel    : TeM.E.Priorität     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  9   22 /  9

  9     9 / TeM.E.NotifiedYN                Logisch         1      ............
  Titel    : TeM.E.NotifiedYN    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 10   22 / 10

 10    10 / TeM.E.NeuYN                     Logisch         1      ............
  Titel    : TeM.E.NeuYN         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 11   22 / 11

 11    11 / TeM.E.LöschenYN                 Logisch         1      ............
  Titel    : TeM.E.LöschenYN     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 12   22 / 12



Teildatensatz Maske  :     1 / TeM.E.Hauptdaten


 2:TeM.E.ID            :
 3:TeM.E.User          :
 4:TeM.E.Datum         :
 5:TeM.E.Zeit          :
 6:TeM.E.Aktion        :
 7:TeM.E.Bemerkung     :
 8:TeM.E.Aktionsnr     :
 9:TeM.E.Priorität     :
10:TeM.E.NotifiedYN    :
11:TeM.E.NeuYN         :
12:TeM.E.LöschenYN     :






Datei                :   990 / PtD.Protokolldatei
Teildatensatz        :     1 / PtD.Hauptdaten
  Anzahl Felder      :     9

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   PtD.Datei               Ganzz. (kurz)           2        0 /   0
   2   PtD.FeldID              Ganzz. (kurz)           2        0 /   0
   3   PtD.Datum               Datum                   4        0 /   0
   4   PtD.Zeit                Zeit                    4        0 /   0
   5   PtD.Key                 Alpha    48stellig     49        0 /   0
   6   PtD.Feldname            Alpha    20stellig     21        0 /   0
   7   PtD.User                Alpha    20stellig     21        0 /   0
   8   PtD.InhaltVorher        Alpha    20stellig     21        0 /   0

   9   PtD.InhaltNachher       Alpha    20stellig     21        0 /   0

                               Gesamt                145 Bytes



Datei                :   990 / PtD.Protokolldatei
Schlüssel            :     1 / PtD/File.Id.Dat.Key
  DBA Nummer         :    77
  Anzahl Felder      :     5  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / PtD.Hauptdaten         1 / PtD.Datei            Ganzz. (kurz)
 2    1 / PtD.Hauptdaten         2 / PtD.FeldID           Ganzz. (kurz)
 3    1 / PtD.Hauptdaten         3 / PtD.Datum            Datum
 4    1 / PtD.Hauptdaten         4 / PtD.Zeit             Zeit
 5    1 / PtD.Hauptdaten         5 / PtD.Key              Alpha  48st.   GU



Datei                :   990 / PtD.Protokolldatei
Schlüssel            :     2 / PtD/File.Key.Datum
  DBA Nummer         :   533
  Anzahl Felder      :     4
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / PtD.Hauptdaten         1 / PtD.Datei            Ganzz. (kurz)
 2    1 / PtD.Hauptdaten         5 / PtD.Key              Alpha  48st.   GU
 3    1 / PtD.Hauptdaten         3 / PtD.Datum            Datum        R
 4    1 / PtD.Hauptdaten         4 / PtD.Zeit             Zeit         R



Datei                :   990 / PtD.Protokolldatei
Teildatensatz        :     1 / PtD.Hauptdaten
  Felder             :     9
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / PtD.Datei                       Ganzz. (kurz)   4      ............
  Titel    : PtD.Datei           :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     : 20 /  8   42 /  8

  2     2 / PtD.FeldID                      Ganzz. (kurz)   4      ............
  Titel    : PtD.FeldID          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     : 20 /  9   42 /  9

  3     3 / PtD.Datum                       Datum           8      ............
  Titel    : PtD.Datum           :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     : 20 / 10   42 / 10

